Entity,Code,Year,Deaths - Opioid use disorders - Sex: Both - Age: All Ages (Number),Deaths - Cocaine use disorders - Sex: Both - Age: All Ages (Number),Deaths - Other drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Amphetamine use disorders - Sex: Both - Age: All Ages (Number)
Europe & Central Asia - World Bank region,,2014,16584,789,2862,1104
Europe & Central Asia - World Bank region,,2015,16349,788,2859,1075
Europe & Central Asia - World Bank region,,2016,15929,779,2782,1010
Europe & Central Asia - World Bank region,,2017,15499,764,2715,968
Europe & Central Asia - World Bank region,,2018,15586,777,2732,976
Europe & Central Asia - World Bank region,,2019,15698,796,2761,991
European Region,,1990,10057,387,1321,441
European Region,,1991,11179,421,1455,490
European Region,,1992,12423,459,1615,557
European Region,,1993,13944,508,1848,666
European Region,,1994,15111,540,2036,758
European Region,,1995,15503,535,2077,768
European Region,,1996,15616,517,2055,750
European Region,,1997,15675,511,2033,739
European Region,,1998,16134,535,2104,789
European Region,,1999,17318,583,2331,925
European Region,,2000,18244,633,2515,1030
European Region,,2001,17977,649,2541,1023
European Region,,2002,17671,662,2572,1028
European Region,,2003,17979,693,2691,1100
European Region,,2004,18497,731,2823,1187
European Region,,2005,19796,802,3136,1390
European Region,,2006,19824,819,3130,1397
European Region,,2007,19715,844,3141,1394
European Region,,2008,19697,867,3179,1398
European Region,,2009,18604,829,3015,1268
European Region,,2010,18204,816,2995,1243
European Region,,2011,17284,787,2865,1154
European Region,,2012,16966,781,2835,1130
European Region,,2013,16804,786,2854,1118
European Region,,2014,16627,792,2877,1107
European Region,,2015,16394,791,2875,1078
European Region,,2016,15976,781,2799,1013
European Region,,2017,15549,767,2734,972
European Region,,2018,15638,780,2751,980
European Region,,2019,15753,799,2782,994
European Union,,1990,4347,142,745,198
European Union,,1991,4922,154,810,218
European Union,,1992,5318,161,834,224
European Union,,1993,5600,164,841,227
European Union,,1994,5938,171,865,237
European Union,,1995,6253,178,889,243
European Union,,1996,6475,184,921,253
European Union,,1997,6644,195,957,266
European Union,,1998,6804,217,1000,288
European Union,,1999,7006,236,1048,310
European Union,,2000,7112,255,1091,328
European Union,,2001,7022,273,1133,347
European Union,,2002,6825,282,1155,359
European Union,,2003,6726,291,1172,368
European Union,,2004,6675,298,1177,373
European Union,,2005,6741,313,1206,386
European Union,,2006,6818,325,1247,404
European Union,,2007,6996,344,1303,430
European Union,,2008,7195,359,1351,449
European Union,,2009,7248,360,1372,455
European Union,,2010,7194,354,1373,453
European Union,,2011,7118,348,1379,453
European Union,,2012,7120,348,1385,456
European Union,,2013,7177,353,1415,466
European Union,,2014,7264,359,1442,476
European Union,,2015,7489,372,1505,506
European Union,,2016,7611,381,1525,512
European Union,,2017,7720,385,1541,523
European Union,,2018,7842,390,1566,537
European Union,,2019,7998,398,1595,554
Fiji,FJI,1990,2,0,0,0
Fiji,FJI,1991,2,0,0,0
Fiji,FJI,1992,2,0,0,0
Fiji,FJI,1993,2,0,0,0
Fiji,FJI,1994,2,0,0,0
Fiji,FJI,1995,2,0,0,0
Fiji,FJI,1996,2,0,0,0
Fiji,FJI,1997,2,0,0,0
Fiji,FJI,1998,2,0,0,0
Fiji,FJI,1999,2,0,0,0
Fiji,FJI,2000,2,0,0,0
Fiji,FJI,2001,2,0,0,0
Fiji,FJI,2002,2,0,0,0
Fiji,FJI,2003,3,0,0,0
Fiji,FJI,2004,2,0,0,0
Fiji,FJI,2005,2,0,0,0
Fiji,FJI,2006,2,0,0,0
Fiji,FJI,2007,2,0,0,0
Fiji,FJI,2008,2,0,0,0
Fiji,FJI,2009,2,0,0,0
Fiji,FJI,2010,2,0,0,0
Fiji,FJI,2011,2,0,0,0
Fiji,FJI,2012,2,0,0,0
Fiji,FJI,2013,2,0,0,0
Fiji,FJI,2014,2,0,0,0
Fiji,FJI,2015,2,0,0,0
Fiji,FJI,2016,2,0,0,0
Fiji,FJI,2017,2,0,0,0
Fiji,FJI,2018,2,0,0,0
Fiji,FJI,2019,2,0,0,0
Finland,FIN,1990,113,6,27,8
Finland,FIN,1991,119,6,28,9
Finland,FIN,1992,121,6,27,9
Finland,FIN,1993,123,6,27,8
Finland,FIN,1994,126,6,27,8
Finland,FIN,1995,134,7,29,9
Finland,FIN,1996,145,7,30,9
Finland,FIN,1997,150,8,30,10
Finland,FIN,1998,147,7,29,10
Finland,FIN,1999,151,8,30,11
Finland,FIN,2000,154,8,30,13
Finland,FIN,2001,157,8,31,12
Finland,FIN,2002,160,9,31,12
Finland,FIN,2003,165,9,33,13
Finland,FIN,2004,180,9,35,14
Finland,FIN,2005,192,10,37,14
Finland,FIN,2006,202,11,39,15
Finland,FIN,2007,216,12,42,17
Finland,FIN,2008,223,12,44,17
Finland,FIN,2009,228,12,45,17
Finland,FIN,2010,224,12,45,18
Finland,FIN,2011,222,12,44,17
Finland,FIN,2012,217,12,44,17
Finland,FIN,2013,213,12,43,16
Finland,FIN,2014,202,11,42,15
Finland,FIN,2015,198,11,40,15
Finland,FIN,2016,201,11,41,15
Finland,FIN,2017,209,11,42,16
Finland,FIN,2018,214,12,43,16
Finland,FIN,2019,219,12,44,17
France,FRA,1990,425,8,41,8
France,FRA,1991,470,8,44,8
France,FRA,1992,512,9,47,9
France,FRA,1993,543,9,51,9
France,FRA,1994,570,11,55,10
France,FRA,1995,584,12,60,11
France,FRA,1996,590,12,66,12
France,FRA,1997,598,14,70,13
France,FRA,1998,644,17,75,16
France,FRA,1999,694,19,84,19
France,FRA,2000,766,22,97,23
France,FRA,2001,799,24,108,27
France,FRA,2002,824,26,115,29
France,FRA,2003,860,28,121,32
France,FRA,2004,865,29,123,33
France,FRA,2005,901,31,131,36
France,FRA,2006,941,33,136,39
France,FRA,2007,995,35,142,42
France,FRA,2008,1089,38,150,47
France,FRA,2009,1179,40,158,53
France,FRA,2010,1240,40,162,58
France,FRA,2011,1281,39,161,62
France,FRA,2012,1312,38,159,66
France,FRA,2013,1338,39,159,71
France,FRA,2014,1356,38,160,76
France,FRA,2015,1405,39,167,87
France,FRA,2016,1387,38,160,84
France,FRA,2017,1426,39,164,87
France,FRA,2018,1477,40,171,90
France,FRA,2019,1526,41,177,95
G20,,1990,31483,1830,9206,6235
G20,,1991,34819,2003,10155,7096
G20,,1992,37790,2173,10806,7733
G20,,1993,40806,2377,11369,8218
G20,,1994,43708,2594,12109,8957
G20,,1995,45412,2758,12517,9368
G20,,1996,46431,2898,12662,9394
G20,,1997,47025,3091,12634,9157
G20,,1998,48518,3361,12917,9263
G20,,1999,49912,3715,13052,9109
G20,,2000,51170,4007,13317,9050
G20,,2001,49773,4214,12606,8157
G20,,2002,48475,4416,11705,7088
G20,,2003,47389,4633,10692,6046
G20,,2004,47289,4851,10141,5484
G20,,2005,49562,5195,10283,5412
G20,,2006,49951,5373,10042,5223
G20,,2007,50144,5440,9932,5076
G20,,2008,50830,5540,10010,5032
G20,,2009,50914,5598,10000,4928
G20,,2010,51707,5703,10105,4938
G20,,2011,52529,5973,10154,4953
G20,,2012,53604,6266,10243,5003
G20,,2013,56026,6730,10656,5180
G20,,2014,59141,7311,11175,5479
G20,,2015,63019,8033,11734,5850
G20,,2016,67872,8974,12488,6420
G20,,2017,70728,9878,13185,6984
G20,,2018,73068,10541,13869,7496
G20,,2019,75790,11188,14449,7943
Gabon,GAB,1990,2,0,1,0
Gabon,GAB,1991,2,0,1,0
Gabon,GAB,1992,2,0,1,0
Gabon,GAB,1993,2,0,1,0
Gabon,GAB,1994,3,0,2,0
Gabon,GAB,1995,3,0,2,0
Gabon,GAB,1996,3,0,2,0
Gabon,GAB,1997,3,0,2,0
Gabon,GAB,1998,3,0,2,0
Gabon,GAB,1999,3,0,2,0
Gabon,GAB,2000,3,0,2,0
Gabon,GAB,2001,3,0,2,0
Gabon,GAB,2002,3,0,2,0
Gabon,GAB,2003,4,1,2,0
Gabon,GAB,2004,4,1,2,0
Gabon,GAB,2005,4,1,2,0
Gabon,GAB,2006,4,1,2,0
Gabon,GAB,2007,4,1,2,0
Gabon,GAB,2008,4,1,2,0
Gabon,GAB,2009,4,1,2,0
Gabon,GAB,2010,4,1,2,0
Gabon,GAB,2011,4,1,2,0
Gabon,GAB,2012,4,1,2,0
Gabon,GAB,2013,5,1,2,0
Gabon,GAB,2014,5,1,2,0
Gabon,GAB,2015,5,1,3,0
Gabon,GAB,2016,5,1,3,0
Gabon,GAB,2017,5,1,3,0
Gabon,GAB,2018,5,1,3,0
Gabon,GAB,2019,6,1,3,0
Gambia,GMB,1990,1,0,0,0
Gambia,GMB,1991,1,0,0,0
Gambia,GMB,1992,1,0,0,0
Gambia,GMB,1993,1,0,0,0
Gambia,GMB,1994,1,0,0,0
Gambia,GMB,1995,1,0,0,0
Gambia,GMB,1996,1,0,0,0
Gambia,GMB,1997,1,0,0,0
Gambia,GMB,1998,1,0,0,0
Gambia,GMB,1999,1,0,0,0
Gambia,GMB,2000,1,0,0,0
Gambia,GMB,2001,1,0,0,0
Gambia,GMB,2002,1,0,0,0
Gambia,GMB,2003,1,0,0,0
Gambia,GMB,2004,1,0,0,0
Gambia,GMB,2005,2,0,0,0
Gambia,GMB,2006,2,0,0,0
Gambia,GMB,2007,2,0,0,0
Gambia,GMB,2008,2,0,0,0
Gambia,GMB,2009,2,0,0,0
Gambia,GMB,2010,2,0,0,0
Gambia,GMB,2011,2,0,0,0
Gambia,GMB,2012,2,0,0,0
Gambia,GMB,2013,2,0,0,0
Gambia,GMB,2014,2,0,0,0
Gambia,GMB,2015,2,0,0,0
Gambia,GMB,2016,2,0,0,0
Gambia,GMB,2017,3,0,0,0
Gambia,GMB,2018,3,0,0,0
Gambia,GMB,2019,3,0,0,0
Georgia,GEO,1990,13,4,2,2
Georgia,GEO,1991,14,4,2,2
Georgia,GEO,1992,15,4,2,2
Georgia,GEO,1993,14,3,2,2
Georgia,GEO,1994,14,3,2,1
Georgia,GEO,1995,14,3,2,1
Georgia,GEO,1996,13,2,2,1
Georgia,GEO,1997,13,2,2,1
Georgia,GEO,1998,16,2,2,1
Georgia,GEO,1999,17,2,2,1
Georgia,GEO,2000,15,2,2,1
Georgia,GEO,2001,15,2,2,1
Georgia,GEO,2002,14,2,2,1
Georgia,GEO,2003,13,2,2,1
Georgia,GEO,2004,12,2,3,1
Georgia,GEO,2005,13,2,2,1
Georgia,GEO,2006,13,2,2,1
Georgia,GEO,2007,12,2,2,1
Georgia,GEO,2008,12,2,2,1
Georgia,GEO,2009,11,2,2,1
Georgia,GEO,2010,12,2,3,1
Georgia,GEO,2011,12,2,3,1
Georgia,GEO,2012,13,2,3,1
Georgia,GEO,2013,11,2,3,1
Georgia,GEO,2014,12,2,3,1
Georgia,GEO,2015,12,2,3,1
Georgia,GEO,2016,14,2,3,1
Georgia,GEO,2017,15,3,3,2
Georgia,GEO,2018,16,3,4,2
Georgia,GEO,2019,17,3,4,2
Germany,DEU,1990,956,28,129,27
Germany,DEU,1991,1127,32,149,31
Germany,DEU,1992,1224,34,156,31
Germany,DEU,1993,1256,34,156,30
Germany,DEU,1994,1276,34,154,29
Germany,DEU,1995,1294,34,146,25
Germany,DEU,1996,1289,33,150,27
Germany,DEU,1997,1239,34,157,30
Germany,DEU,1998,1193,43,167,39
Germany,DEU,1999,1198,45,183,45
Germany,DEU,2000,1205,50,208,52
Germany,DEU,2001,1159,51,220,56
Germany,DEU,2002,1098,52,227,58
Germany,DEU,2003,1066,51,233,60
Germany,DEU,2004,1018,50,228,58
Germany,DEU,2005,1005,51,228,58
Germany,DEU,2006,989,50,228,58
Germany,DEU,2007,999,51,234,60
Germany,DEU,2008,1018,53,240,62
Germany,DEU,2009,1015,53,244,63
Germany,DEU,2010,1008,53,247,63
Germany,DEU,2011,995,53,245,62
Germany,DEU,2012,998,53,243,62
Germany,DEU,2013,1019,55,252,64
Germany,DEU,2014,1045,56,256,65
Germany,DEU,2015,1099,60,274,71
Germany,DEU,2016,1146,63,278,74
Germany,DEU,2017,1166,65,280,76
Germany,DEU,2018,1197,67,287,79
Germany,DEU,2019,1232,69,294,83
Ghana,GHA,1990,15,0,2,0
Ghana,GHA,1991,15,0,2,0
Ghana,GHA,1992,16,0,2,0
Ghana,GHA,1993,18,0,3,0
Ghana,GHA,1994,19,0,3,0
Ghana,GHA,1995,19,0,3,0
Ghana,GHA,1996,21,0,3,0
Ghana,GHA,1997,23,0,3,0
Ghana,GHA,1998,26,0,4,0
Ghana,GHA,1999,29,0,4,0
Ghana,GHA,2000,33,0,5,0
Ghana,GHA,2001,32,0,4,0
Ghana,GHA,2002,30,0,4,0
Ghana,GHA,2003,28,0,3,0
Ghana,GHA,2004,26,0,3,0
Ghana,GHA,2005,25,0,3,0
Ghana,GHA,2006,24,0,2,0
Ghana,GHA,2007,23,0,2,0
Ghana,GHA,2008,26,0,2,0
Ghana,GHA,2009,28,0,3,0
Ghana,GHA,2010,30,0,3,0
Ghana,GHA,2011,33,0,3,0
Ghana,GHA,2012,35,0,3,0
Ghana,GHA,2013,37,0,3,0
Ghana,GHA,2014,40,0,3,0
Ghana,GHA,2015,42,0,4,0
Ghana,GHA,2016,45,0,4,0
Ghana,GHA,2017,49,0,4,0
Ghana,GHA,2018,50,0,4,0
Ghana,GHA,2019,52,0,5,0
Greece,GRC,1990,53,0,2,1
Greece,GRC,1991,70,0,2,1
Greece,GRC,1992,89,0,2,1
Greece,GRC,1993,103,0,3,1
Greece,GRC,1994,137,1,3,1
Greece,GRC,1995,172,1,3,1
Greece,GRC,1996,204,1,4,1
Greece,GRC,1997,236,1,4,1
Greece,GRC,1998,263,1,4,1
Greece,GRC,1999,292,1,4,1
Greece,GRC,2000,328,1,4,1
Greece,GRC,2001,347,1,4,1
Greece,GRC,2002,327,1,4,1
Greece,GRC,2003,318,1,4,1
Greece,GRC,2004,326,1,4,1
Greece,GRC,2005,339,1,4,1
Greece,GRC,2006,340,1,4,1
Greece,GRC,2007,337,1,5,2
Greece,GRC,2008,318,1,6,2
Greece,GRC,2009,310,1,7,2
Greece,GRC,2010,278,1,8,2
Greece,GRC,2011,247,2,10,3
Greece,GRC,2012,220,2,12,4
Greece,GRC,2013,191,3,15,4
Greece,GRC,2014,167,4,19,5
Greece,GRC,2015,163,4,21,6
Greece,GRC,2016,156,4,21,6
Greece,GRC,2017,155,4,19,5
Greece,GRC,2018,158,3,18,5
Greece,GRC,2019,160,3,18,5
Greenland,GRL,1990,1,0,0,0
Greenland,GRL,1991,1,0,0,0
Greenland,GRL,1992,1,0,0,0
Greenland,GRL,1993,1,0,0,0
Greenland,GRL,1994,1,0,0,0
Greenland,GRL,1995,1,0,0,0
Greenland,GRL,1996,1,0,0,0
Greenland,GRL,1997,1,0,0,0
Greenland,GRL,1998,1,0,0,0
Greenland,GRL,1999,1,0,0,0
Greenland,GRL,2000,1,0,0,0
Greenland,GRL,2001,1,0,0,0
Greenland,GRL,2002,1,0,0,0
Greenland,GRL,2003,1,0,0,0
Greenland,GRL,2004,1,0,0,0
Greenland,GRL,2005,1,0,0,0
Greenland,GRL,2006,1,0,0,0
Greenland,GRL,2007,1,0,0,0
Greenland,GRL,2008,1,0,0,0
Greenland,GRL,2009,1,0,0,0
Greenland,GRL,2010,1,0,0,0
Greenland,GRL,2011,1,0,0,0
Greenland,GRL,2012,1,0,0,0
Greenland,GRL,2013,1,0,0,0
Greenland,GRL,2014,1,0,0,0
Greenland,GRL,2015,1,0,0,0
Greenland,GRL,2016,1,0,0,0
Greenland,GRL,2017,1,0,0,0
Greenland,GRL,2018,1,0,0,0
Greenland,GRL,2019,1,0,0,0
Grenada,GRD,1990,0,0,0,0
Grenada,GRD,1991,0,0,0,0
Grenada,GRD,1992,0,0,0,0
Grenada,GRD,1993,0,0,0,0
Grenada,GRD,1994,0,0,0,0
Grenada,GRD,1995,0,0,0,0
Grenada,GRD,1996,0,0,0,0
Grenada,GRD,1997,0,0,0,0
Grenada,GRD,1998,0,0,0,0
Grenada,GRD,1999,0,0,0,0
Grenada,GRD,2000,0,1,0,0
Grenada,GRD,2001,0,1,0,0
Grenada,GRD,2002,0,1,0,0
Grenada,GRD,2003,0,1,0,0
Grenada,GRD,2004,0,1,0,0
Grenada,GRD,2005,0,1,0,0
Grenada,GRD,2006,0,1,0,0
Grenada,GRD,2007,0,1,0,0
Grenada,GRD,2008,0,1,0,0
Grenada,GRD,2009,0,1,0,0
Grenada,GRD,2010,0,0,0,0
Grenada,GRD,2011,0,0,0,0
Grenada,GRD,2012,0,0,0,0
Grenada,GRD,2013,0,0,0,0
Grenada,GRD,2014,0,0,0,0
Grenada,GRD,2015,0,0,0,0
Grenada,GRD,2016,0,0,0,0
Grenada,GRD,2017,0,0,0,0
Grenada,GRD,2018,0,0,0,0
Grenada,GRD,2019,0,0,0,0
Guam,GUM,1990,0,0,0,0
Guam,GUM,1991,0,0,0,0
Guam,GUM,1992,0,0,0,0
Guam,GUM,1993,0,0,0,0
Guam,GUM,1994,0,0,0,0
Guam,GUM,1995,1,0,0,0
Guam,GUM,1996,1,0,0,0
Guam,GUM,1997,1,0,0,0
Guam,GUM,1998,1,0,0,0
Guam,GUM,1999,0,0,0,0
Guam,GUM,2000,0,0,0,0
Guam,GUM,2001,0,0,0,0
Guam,GUM,2002,1,0,0,0
Guam,GUM,2003,1,0,0,0
Guam,GUM,2004,1,0,0,0
Guam,GUM,2005,1,0,0,0
Guam,GUM,2006,1,0,0,0
Guam,GUM,2007,1,0,0,0
Guam,GUM,2008,1,0,0,0
Guam,GUM,2009,1,0,0,0
Guam,GUM,2010,1,0,0,0
Guam,GUM,2011,1,0,0,0
Guam,GUM,2012,1,0,0,0
Guam,GUM,2013,1,0,0,0
Guam,GUM,2014,1,0,0,0
Guam,GUM,2015,1,0,0,0
Guam,GUM,2016,1,0,0,0
Guam,GUM,2017,1,0,0,0
Guam,GUM,2018,1,0,0,0
Guam,GUM,2019,1,0,0,0
Guatemala,GTM,1990,24,25,13,4
Guatemala,GTM,1991,26,27,14,5
Guatemala,GTM,1992,28,28,16,5
Guatemala,GTM,1993,32,31,18,5
Guatemala,GTM,1994,33,31,19,6
Guatemala,GTM,1995,32,30,17,5
Guatemala,GTM,1996,32,30,17,5
Guatemala,GTM,1997,34,31,18,5
Guatemala,GTM,1998,36,32,20,5
Guatemala,GTM,1999,35,31,19,5
Guatemala,GTM,2000,29,27,17,4
Guatemala,GTM,2001,24,22,15,3
Guatemala,GTM,2002,18,17,12,3
Guatemala,GTM,2003,14,14,11,2
Guatemala,GTM,2004,12,12,10,2
Guatemala,GTM,2005,10,9,10,1
Guatemala,GTM,2006,10,11,10,2
Guatemala,GTM,2007,11,11,12,2
Guatemala,GTM,2008,13,16,15,2
Guatemala,GTM,2009,18,26,18,4
Guatemala,GTM,2010,19,31,24,4
Guatemala,GTM,2011,29,53,27,7
Guatemala,GTM,2012,34,70,30,9
Guatemala,GTM,2013,38,81,31,10
Guatemala,GTM,2014,40,90,32,11
Guatemala,GTM,2015,43,99,34,12
Guatemala,GTM,2016,47,108,37,13
Guatemala,GTM,2017,48,113,38,14
Guatemala,GTM,2018,46,111,40,14
Guatemala,GTM,2019,47,113,43,15
Guinea,GIN,1990,5,0,1,0
Guinea,GIN,1991,5,0,1,0
Guinea,GIN,1992,6,0,1,0
Guinea,GIN,1993,6,0,1,0
Guinea,GIN,1994,6,0,1,0
Guinea,GIN,1995,6,0,1,0
Guinea,GIN,1996,6,0,1,0
Guinea,GIN,1997,7,0,1,0
Guinea,GIN,1998,7,0,1,0
Guinea,GIN,1999,7,0,1,0
Guinea,GIN,2000,7,0,1,0
Guinea,GIN,2001,7,0,1,0
Guinea,GIN,2002,7,0,1,0
Guinea,GIN,2003,8,0,1,0
Guinea,GIN,2004,8,0,1,0
Guinea,GIN,2005,8,0,1,0
Guinea,GIN,2006,9,0,1,0
Guinea,GIN,2007,9,0,1,0
Guinea,GIN,2008,9,0,1,0
Guinea,GIN,2009,10,0,1,0
Guinea,GIN,2010,10,0,2,0
Guinea,GIN,2011,11,0,2,0
Guinea,GIN,2012,11,0,2,0
Guinea,GIN,2013,12,0,2,0
Guinea,GIN,2014,12,0,2,0
Guinea,GIN,2015,13,0,2,0
Guinea,GIN,2016,13,0,2,0
Guinea,GIN,2017,14,0,2,0
Guinea,GIN,2018,15,0,2,0
Guinea,GIN,2019,15,0,2,0
Guinea-Bissau,GNB,1990,1,0,0,0
Guinea-Bissau,GNB,1991,1,0,0,0
Guinea-Bissau,GNB,1992,1,0,0,0
Guinea-Bissau,GNB,1993,2,0,0,0
Guinea-Bissau,GNB,1994,2,0,0,0
Guinea-Bissau,GNB,1995,2,0,0,0
Guinea-Bissau,GNB,1996,2,0,0,0
Guinea-Bissau,GNB,1997,2,0,0,0
Guinea-Bissau,GNB,1998,2,0,0,0
Guinea-Bissau,GNB,1999,2,0,0,0
Guinea-Bissau,GNB,2000,2,0,0,0
Guinea-Bissau,GNB,2001,2,0,0,0
Guinea-Bissau,GNB,2002,2,0,0,0
Guinea-Bissau,GNB,2003,2,0,0,0
Guinea-Bissau,GNB,2004,2,0,0,0
Guinea-Bissau,GNB,2005,2,0,0,0
Guinea-Bissau,GNB,2006,2,0,0,0
Guinea-Bissau,GNB,2007,2,0,0,0
Guinea-Bissau,GNB,2008,2,0,0,0
Guinea-Bissau,GNB,2009,2,0,0,0
Guinea-Bissau,GNB,2010,2,0,0,0
Guinea-Bissau,GNB,2011,2,0,0,0
Guinea-Bissau,GNB,2012,3,0,0,0
Guinea-Bissau,GNB,2013,3,0,0,0
Guinea-Bissau,GNB,2014,3,0,0,0
Guinea-Bissau,GNB,2015,3,0,0,0
Guinea-Bissau,GNB,2016,3,0,0,0
Guinea-Bissau,GNB,2017,3,0,0,0
Guinea-Bissau,GNB,2018,3,0,0,0
Guinea-Bissau,GNB,2019,3,0,0,0
Guyana,GUY,1990,0,0,0,0
Guyana,GUY,1991,0,0,0,0
Guyana,GUY,1992,0,0,0,0
Guyana,GUY,1993,0,0,0,0
Guyana,GUY,1994,0,0,0,0
Guyana,GUY,1995,0,0,0,0
Guyana,GUY,1996,0,0,0,0
Guyana,GUY,1997,0,0,0,0
Guyana,GUY,1998,0,0,0,0
Guyana,GUY,1999,0,1,0,0
Guyana,GUY,2000,0,1,0,0
Guyana,GUY,2001,0,1,0,0
Guyana,GUY,2002,0,1,0,0
Guyana,GUY,2003,0,1,0,0
Guyana,GUY,2004,0,1,0,0
Guyana,GUY,2005,0,1,0,0
Guyana,GUY,2006,0,1,0,0
Guyana,GUY,2007,0,1,0,0
Guyana,GUY,2008,0,0,0,0
Guyana,GUY,2009,0,0,0,0
Guyana,GUY,2010,0,0,0,0
Guyana,GUY,2011,0,0,0,0
Guyana,GUY,2012,0,0,0,0
Guyana,GUY,2013,0,0,0,0
Guyana,GUY,2014,1,0,0,0
Guyana,GUY,2015,1,1,0,0
Guyana,GUY,2016,1,1,0,0
Guyana,GUY,2017,1,1,0,0
Guyana,GUY,2018,1,1,1,0
Guyana,GUY,2019,1,1,1,0
Haiti,HTI,1990,5,5,3,1
Haiti,HTI,1991,5,5,3,1
Haiti,HTI,1992,5,5,3,1
Haiti,HTI,1993,5,5,3,1
Haiti,HTI,1994,5,5,3,1
Haiti,HTI,1995,6,5,3,1
Haiti,HTI,1996,6,5,3,1
Haiti,HTI,1997,6,6,3,1
Haiti,HTI,1998,6,6,3,1
Haiti,HTI,1999,7,6,4,1
Haiti,HTI,2000,7,7,4,1
Haiti,HTI,2001,7,7,4,1
Haiti,HTI,2002,8,7,4,1
Haiti,HTI,2003,8,8,4,1
Haiti,HTI,2004,8,8,5,1
Haiti,HTI,2005,9,9,5,1
Haiti,HTI,2006,9,9,5,1
Haiti,HTI,2007,9,9,5,1
Haiti,HTI,2008,9,10,5,1
Haiti,HTI,2009,10,10,6,1
Haiti,HTI,2010,10,10,6,2
Haiti,HTI,2011,10,11,6,2
Haiti,HTI,2012,11,11,6,2
Haiti,HTI,2013,11,12,7,2
Haiti,HTI,2014,12,13,7,2
Haiti,HTI,2015,12,14,8,2
Haiti,HTI,2016,13,14,8,2
Haiti,HTI,2017,13,15,8,2
Haiti,HTI,2018,14,15,9,2
Haiti,HTI,2019,14,16,9,2
High SDI,,1990,8489,755,1690,501
High SDI,,1991,9199,819,1739,532
High SDI,,1992,9980,889,1778,562
High SDI,,1993,10897,987,1848,606
High SDI,,1994,11773,1099,1922,649
High SDI,,1995,12572,1220,2008,687
High SDI,,1996,13357,1338,2099,735
High SDI,,1997,14340,1517,2240,808
High SDI,,1998,15442,1756,2441,909
High SDI,,1999,16744,2100,2731,1055
High SDI,,2000,18003,2380,3014,1194
High SDI,,2001,19250,2687,3273,1337
High SDI,,2002,20933,2999,3520,1496
High SDI,,2003,22622,3310,3737,1659
High SDI,,2004,24104,3572,3867,1786
High SDI,,2005,25818,3854,4068,1957
High SDI,,2006,27253,4046,4222,2080
High SDI,,2007,28379,4103,4345,2146
High SDI,,2008,29543,4153,4484,2207
High SDI,,2009,30750,4191,4633,2270
High SDI,,2010,31978,4226,4720,2312
High SDI,,2011,33760,4449,4954,2466
High SDI,,2012,35543,4683,5168,2621
High SDI,,2013,38053,5043,5504,2841
High SDI,,2014,41366,5546,5940,3153
High SDI,,2015,45750,6225,6541,3611
High SDI,,2016,50876,7105,7261,4211
High SDI,,2017,53807,7949,7779,4698
High SDI,,2018,55269,8542,8060,5009
High SDI,,2019,57344,9120,8314,5292
High-income,,1990,9460,766,1712,444
High-income,,1991,10376,830,1774,478
High-income,,1992,11272,898,1814,507
High-income,,1993,12181,987,1873,546
High-income,,1994,13086,1082,1939,584
High-income,,1995,13946,1181,2024,621
High-income,,1996,14763,1287,2117,666
High-income,,1997,15718,1451,2261,736
High-income,,1998,16760,1665,2463,834
High-income,,1999,17986,1995,2757,981
High-income,,2000,19168,2261,3047,1118
High-income,,2001,20333,2565,3322,1266
High-income,,2002,21924,2891,3582,1436
High-income,,2003,23554,3222,3817,1611
High-income,,2004,25038,3498,3949,1742
High-income,,2005,26731,3789,4150,1913
High-income,,2006,28111,3984,4296,2035
High-income,,2007,29149,4042,4406,2098
High-income,,2008,30224,4095,4526,2158
High-income,,2009,31345,4134,4652,2218
High-income,,2010,32516,4178,4724,2259
High-income,,2011,34253,4403,4940,2408
High-income,,2012,35980,4642,5147,2560
High-income,,2013,38431,5004,5469,2776
High-income,,2014,41695,5508,5893,3081
High-income,,2015,46066,6193,6494,3537
High-income,,2016,51181,7074,7201,4128
High-income,,2017,54127,7924,7710,4609
High-income,,2018,55610,8523,7986,4912
High-income,,2019,57704,9106,8232,5188
High-income Asia Pacific,,1990,194,20,116,11
High-income Asia Pacific,,1991,211,22,123,12
High-income Asia Pacific,,1992,229,25,128,13
High-income Asia Pacific,,1993,246,27,130,14
High-income Asia Pacific,,1994,277,32,130,16
High-income Asia Pacific,,1995,338,39,135,20
High-income Asia Pacific,,1996,376,45,139,23
High-income Asia Pacific,,1997,399,49,144,25
High-income Asia Pacific,,1998,412,52,156,27
High-income Asia Pacific,,1999,411,53,159,28
High-income Asia Pacific,,2000,380,50,158,27
High-income Asia Pacific,,2001,362,47,155,25
High-income Asia Pacific,,2002,348,45,153,24
High-income Asia Pacific,,2003,344,44,154,24
High-income Asia Pacific,,2004,342,44,153,24
High-income Asia Pacific,,2005,343,43,154,24
High-income Asia Pacific,,2006,338,43,154,23
High-income Asia Pacific,,2007,339,43,154,23
High-income Asia Pacific,,2008,339,43,156,23
High-income Asia Pacific,,2009,346,43,157,23
High-income Asia Pacific,,2010,346,43,163,23
High-income Asia Pacific,,2011,354,44,167,23
High-income Asia Pacific,,2012,346,43,171,23
High-income Asia Pacific,,2013,342,42,175,22
High-income Asia Pacific,,2014,338,42,181,22
High-income Asia Pacific,,2015,333,42,186,21
